canonical_file	.claude/skills/alex/SKILL.md	fs-walk:canonical-tree	full-router-startup
canonical_file	.claude/skills/alex/references/accept-command.md	fs-walk:canonical-tree	legacy-handoff
canonical_file	.claude/skills/alex/references/acceptance-protocol.md	fs-walk:canonical-tree	legacy-handoff
canonical_file	.claude/skills/alex/references/adaptive-complexity-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/bug-path-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/cancel-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/deps-protocol.md	fs-walk:canonical-tree	dependencies
canonical_file	.claude/skills/alex/references/design-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/discuss-path-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/distillation-loop-protocol.md	fs-walk:canonical-tree	knowledge-maintain
canonical_file	.claude/skills/alex/references/experiment-path-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/express-path-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/handoff-creation-protocol.md	fs-walk:canonical-tree	legacy-handoff
canonical_file	.claude/skills/alex/references/idea-list-protocol.md	fs-walk:canonical-tree	ideas
canonical_file	.claude/skills/alex/references/idea-path-protocol.md	fs-walk:canonical-tree	ideas
canonical_file	.claude/skills/alex/references/idea-promote-protocol.md	fs-walk:canonical-tree	ideas
canonical_file	.claude/skills/alex/references/intent-router-protocol.md	fs-walk:canonical-tree	full-router-startup
canonical_file	.claude/skills/alex/references/knowledge-maintain-protocol.md	fs-walk:canonical-tree	knowledge-maintain
canonical_file	.claude/skills/alex/references/learn-path-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/publish-protocol.md	fs-walk:canonical-tree	release-ops
canonical_file	.claude/skills/alex/references/research-decision-protocol.md	fs-walk:canonical-tree	research
canonical_file	.claude/skills/alex/references/research-plan-protocol.md	fs-walk:canonical-tree	research
canonical_file	.claude/skills/alex/references/research-review-protocol.md	fs-walk:canonical-tree	research
canonical_file	.claude/skills/alex/references/socratic-inquiry-protocol.md	fs-walk:canonical-tree	alex-design-inquiry
canonical_file	.claude/skills/alex/references/status-panoramic-protocol.md	fs-walk:canonical-tree	status-roadmap
canonical_file	.claude/skills/alex/references/sync-add-protocol.md	fs-walk:canonical-tree	release-ops
canonical_file	.claude/skills/alex/references/sync-list-protocol.md	fs-walk:canonical-tree	release-ops
canonical_file	.claude/skills/alex/references/sync-protocol.md	fs-walk:canonical-tree	release-ops
canonical_file	.claude/skills/alex/references/update-roadmap-protocol.md	fs-walk:canonical-tree	status-roadmap
canonical_file	.claude/skills/alex/references/workflow-completion-trigger.md	fs-walk:canonical-tree	legacy-handoff
canonical_file	.claude/skills/alex/references/yolo-execution-protocol.md	fs-walk:canonical-tree	surplus-yolo
canonical_file	.claude/skills/blake/SKILL.md	fs-walk:canonical-tree	blake-execution-loop
canonical_file	.claude/skills/blake/references/cross-model-invocation.md	fs-walk:canonical-tree	blake-execution-loop
canonical_file	.claude/skills/blake/references/notebooklm-access.md	fs-walk:canonical-tree	research
canonical_file	.claude/skills/gate/SKILL.md	fs-walk:canonical-tree	gate-protocol
downstream_summary	registered=14;reachable=12;missing=2;with_full=12;with_lite=1;active_full_handoffs=37	.tad/sync-registry.yaml	legacy-handoff
legacy_trigger	*accept	key-commands:alex	legacy-handoff
legacy_trigger	*analyze	key-commands:alex	alex-design-inquiry
legacy_trigger	*architect	key-commands:alex	product-architecture
legacy_trigger	*bug	key-commands:alex	alex-design-inquiry
legacy_trigger	*bug	route-table:CLAUDE.md	alex-design-inquiry
legacy_trigger	*deps	route-table:CLAUDE.md	dependencies
legacy_trigger	*design	key-commands:alex	alex-design-inquiry
legacy_trigger	*develop [task-id]	key-commands:blake	blake-execution-loop
legacy_trigger	*discuss	key-commands:alex	alex-design-inquiry
legacy_trigger	*discuss	route-table:CLAUDE.md	alex-design-inquiry
legacy_trigger	*gate 1	key-commands:alex	gate-protocol
legacy_trigger	*gate 2	key-commands:alex	gate-protocol
legacy_trigger	*gate 3	key-commands:blake	gate-protocol
legacy_trigger	*gate 4	key-commands:alex	gate-protocol
legacy_trigger	*gate 4	key-commands:blake	gate-protocol
legacy_trigger	*handoff	key-commands:alex	legacy-handoff
